reviewerName,reviewText,overall,verified,reviewTime
Jerry McCulley,great,5,True,"02 3, 2017"
Memaw 43,"I COULD NOT BE HAPPIER WITH THIS PURCHASE. I LOVE THE FACT THAT I CAN USE TALK ON MY PHONE HANDSFREE AND CAN HEAR MY CONVERSATION GREAT COMING THROUGH MY CAR SPEAKERS.  WOULD HIGHLY RECOMMEND AS IT KEEPS YOUR PHONE HANDY, CHARGED AND READY FOR CONVERSATION INSTEAD OF FUMBLING FOR YOUR PHONE IF IT RINGS IN YOUR POCKET OR PURSE AND A CHANCE OF HAVING AN ACCIDENT.  THIS IS ONE ITEM I CANNOT LIVE WITHOUT.",5,True,"01 28, 2014"
James D Griffing,"as advertised.  I really like it, but am discovering its limitations.  Cycle time drops off quickly.  English language portion of instructions very coarse.  I hope the Chinese portion is more understandable to someone who reads Chinese.",4,True,"10 4, 2016"
Rosalie,Works great for charging ports on phones. And I see a lot of charging ports on phones.,5,True,"08 17, 2016"
hummvee69,"Great basic headphones. A little heavy on the bass, which isn't a complaint, but something to think about. Sound quality is top notch at high or low volume. Cord is shorter than I would like. Not really good for working on a computer because of the cord. They are a little tighter than I expected and are excellent at noise cancelling, which is actually a drawback for me. Hard to adjust on the fly.",4,True,"07 7, 2017"
Just me,"Went out after a few weeks, less than 30 days. Could not return. Cost to much for this to happen.",1,True,"10 21, 2016"
azor50ron,This is a great tool. Shipper was fantastic-unit paced well & arrived 11 days early!,5,True,"11 24, 2014"
R. S. Rehmel,I fly a 1960 Tri-Pacer and this head set works perfectly in my plane.  I had always wanted a pair of David Clark headsets for my private plane.  these did not disappoint.,5,True,"01 27, 2014"
David B,"Its just what I needed, does all I want it to do, for the price it is a very good product.",5,False,"05 4, 2017"
Nirmal D.,good one,4,True,"07 17, 2014"
Amazon Customer,Good Product,4,False,"11 2, 2016"
Rdys,"The system sets up easy as pie. It does what it is supposed to do. It cycles thru the 4 cameras and you can see them on the monitor. Picture Quality is exceptable for this price range. I love the idea of the wireless cameras. We use them in a house so I don't know what the max range is. We have no reception issues, period.
Now For the bad news !!!
If you are going to use a remote view there are issues. The monitor has 2 outputs. 1 is a Combo TV/Video output. The other is a USB computer output. When using either the Lorex monitor does not work. It's not supposed to. I wish it did. Also, using the USB port only access' Camera #1. If you use Skype to Monitor online (Yes that works fine) You are stuck with only Camera #1 or you must install/configure a video card. With the video output you can use the 4 camera feature. You can do this with Skype but it may take a bit of tinkering, depending on your system. I used a couple of refurbished Dell desktops and a PCI video card (all purchased thru Amazon) be sure you have lots of RAM on your computer (Wouldn't hurt to upgrade that while you're doing all this stuff, never can have too much memory). The video quality suffers some via the video card.  The system works and I am able to check on an elderly parent who lives alone several times a day. Gives great piece of mind to the family. (They can all visit with her via video anytime they want from across the USA). If Lorex would do a firmware update to make this thing work 4 camera/USB, It would be a fantastic system. As it is it's only Great. Good bang for the buck ... I'd buy again.",4,True,"03 7, 2013"
RN,Excellent,5,True,"09 21, 2014"
d0_0b,works fine so far.,5,True,"12 22, 2014"
JaMES MARZIGLIANO,Excellent great price and delivered on time,5,True,"12 27, 2014"
Dave,"Got this for my new system at end of march. AMD 8350 and GTX 970 and this cooled so well I only need two case fans going. Bought 5 to compliment the one that came with case, just in case. Two was all that was needed with this solution.",5,True,"07 15, 2015"
Doc Resar,Amazing quality for the price. Now going to buy accessories!,5,True,"01 11, 2017"
rjon,Works as intended.,4,True,"03 3, 2016"
T. Anderson,"This product arrived quickly and as described in retail packaging. Included in the box are the foldable headphones, audio cord, charging cord, and instructions. These headphones look and sound great and can be used with or without the cord. Great buy! (This product provided at a reduced price in exchange for my honest review.)",5,False,"03 17, 2016"
Winchester,Good Service Good Product,5,True,"06 9, 2016"
Brandon Burgett,"East to Install and use, and leaves no residue from a sticky version of this. It is so easy to install and place, a great product!",5,True,"04 4, 2016"
Estabot MKIII,"I bought a used unit. Packaging was all almost new, the item itself had a couple very small <1 cm marks which were hardly noticeable.
The watch itself requires the Pebble app to properly connect to your phone and manage the watch's features. It has it's own little app store which is simple enough to browse and I've managed to find plenty of fun and useful apps. The available watch faces are also fantastic (currently rolling with the Pip-Boy 100 watch face). The watch is 100% waterproof and the screen is very clear and legible with proper lighting (it does have a decent back light but it's not dazzlingly bright). While it lacks a touch-screen, the physical buttons are very easy to work with and can be programmed to work as shortcuts (activating by pressing and holding for a couple seconds). It will track your sleep and steps accurately and even gives you little positive notes on your progress. The weather feature is also quite nice and syncs with the Weather Channel, plus it has some rudimentary music controls (skip, pause/play, volume). Battery life varies but I've had an average of 3-4 days with moderate use.
The one issue I have is the software support is questionable as Pebble Tech Co was bought by Fitbit and basically shut down (from what I've read). So the future of this device in terms of official support is doubtful. That said, there seems to be a decent following that plans to create third party support. But I don't honestly know that much about it.
Overall a lovely little inexpensive smartwatch.",5,True,"10 16, 2017"
Diego Hernando,"Love the case. It was a little tight new, but now fits nicely. I use it with my Dell XPS 13.",5,True,"12 1, 2015"
carlos butler,Perfect fit and length for replacement,4,True,"05 3, 2015"
KWG1949,Just what I needed.,5,True,"07 13, 2016"
cat,It fit the camera and it had plenty of room. New in the box.  It appears to be well built.,5,True,"12 27, 2013"
Amazon Customer,"Much better signal and ""on line"" ability than my N600 extender.  Devices in other parts of the house are online with fewer problems. Also, dual band is a plus for those devices that can receive the 5MHz band.",4,True,"05 20, 2016"
Mike L,"Bought it for my mom to charge 18650s for her vape.  Works perfectly, and the display is awesome.",5,True,"03 5, 2016"
newbie62,"I was looking for a stylus that I could use with both my kindle and my smartphone and not spend a bundle.
Received very timely and have not had any issues WORKS GREAT !!",4,True,"09 9, 2013"
dailyneeds,"2 months in and the Z Box is going strong. Needed an upgrade for a desktop which is primarily used for email, browsing, handling basic files, and storing photos without all the bulk of a standard tower CPU. The SSD makes the unit quite fast for the processing power and built-in memory, but I also spent ~$40 to double the memory and add a 256gb internal HDD just to maximize speed and add storage capbility for SLR photo files.
Even without my upgrades, the unit still impresses. Hopeful about durability",5,True,"08 22, 2016"
Roberto Lee,"It,s functional, good , and the price is acceptable for the quality of the product",5,True,"07 25, 2010"
Curt,"Absolutely love it, it's saved me plenty! I wud to travel with out it!!",5,True,"12 29, 2016"
Lysle R. Pietsch,perfect for my needs,5,True,"05 2, 2017"
Robin Kimberlain,Very nice. Easy to use,5,True,"01 1, 2015"
Carl,I glued a telescope lens to this to connect my camera to my telescope - worked great,5,True,"12 4, 2017"
W. D. Love,"This device is strong but light, is easy to extend and retract, and comes with a nice carrying case.  I recommend it especially for cameras with long zoom lenses to ensure steady shots.",5,True,"04 24, 2012"
William Brugger,Not what I expected it looks nothing like the pic I bought it to hook my scanner up at the race track and I was very disappointed I couldn't hear anything and I have to know when to go out for the sprint cars very disappointed,1,True,"04 9, 2014"
KDC,Worked as advertised. No hang ups. Easy as pie.,5,True,"05 12, 2016"
diesel man,Good so far.  Allows me to run a bluray player to a tv and a projector. Cuts down on hdmi cable and port wear and tear.  Also usually autosenses the signal so not alot of interaction with the device.  I like it.  Now i need a switcher which allows inputs to be selected so i can use an xbox and bluray on screen.,5,True,"04 3, 2015"
Sean,works wonderfully,5,True,"08 5, 2015"
Patrick Plumb,This made it so I could easily have dual monitors at work!  Worked like a charm!,5,True,"09 30, 2015"
P. Wood,Works great and I will order from Olympus again.,5,True,"10 25, 2016"
Andre,"Ok, so this is probably the happiest review I'll ever give!! I'm not gonna lie the hype was a bit much and lets just say I was fooled before.. (beats) So after a while of waiting and reading I decided to pull the trigger and boy was I happy. The first thing you notice is the size and weight and the second thing you notice is that it doesnt matter. They are huge huge cans but you could care-a-less once the music starts. These are as close to perfect as one can get for under a grand. They are literally do-it-all headphones.

I'll admit I am a bit of a bass head but clearly I'm not dumb (clearly). Bass is very very important to me but I still need substance not just sub bass. I didn't know what to expect because I was once told that V-Moda's had amazing bass and then traded them back in two days after I got them because of how weak they were so when I read that these ""had"" the bass that I was looking for I was a little skeptical but wanted to give them a shot nonetheless.. And again.. WOW.. The impact, the speed and the depth is pretty amazing and oh so clean.. Are there other headphones that hit harder for the money or less?? Of course!! The Ultrasone Pro 900 are the first to come to mind but do can the Pro's hold the 400's lets say ""magnets"" (you guys know what I mean) not even close!! The overall sound signature of the pro's is kitty litter compared to the Hifiman's. They managed to find the perfect balance and no part of the sound bleeds into the other but there is still enough bass for your everyday (now) upscale bass-head to love.

Of couse the first thing I did when I was on the road to buy the headphones was to buy the replacement velour ear pads from Head-direct.com ([...]) and that was the smartest thing I could have done. Say goodbye to the dreaded ear sweat and swampy feeling you get from the leather pads and hello better isolation and comfort. I actually like the sound a lot better with the velour pads. Gives it added depth and the highs seem to come through a little easier as well.

The only and I mean only semi-complaint with these is that there is open back and then there's these.. Trust me when I say anyone seated within 6-12 feet from you will be able hear everything you are listening to down to the smallest detail, 100% sound leakage but still these aren't really made for on the move even though they can be run by portable devises.. That being said I would strongly suggest that you get yourself an amp Fiio e11/17, iBasso T5/D12, or Headstage Arrow 12 HE 4G to make this bad boy sing. The DB level is fairly low on these so most if not all portable devies will not have enough kick to get the most out of the He-400 so do yourself a favor and plan on getting an amp to go along with this badboys.

Ok, time to stop reading and start buying! You will not regret it and be prepared for one of the best pairs of headphones on the market right now regardless of the price range.

Thanks for reading and enjoy",5,True,"09 15, 2012"
Indiana Jones,I don't know enough about HD to do any review on this cable.  All I can say is we plugged it in and the equipment works fine; cable is transparent other than it is a black cord to hide.  I would buy another easily although I would probably stay modest and buy only the length I need.,4,True,"12 26, 2012"
sergei kochkin,I got this for my laserdisc player and transformed it from the equivalent of a 78 LP player to Dolby sound DVD. The price at $29 was OK just for the brand name. Bought a cheaper $5 toslink cable for comparison and will let you know. Right now I have unleashed the full sound of my 400 laser movies for the first time. Only possible now with upgrade of 25 year old amplifier.,5,True,"05 28, 2012"
MikeSpike828,Well made cable.,5,True,"09 5, 2014"
db,"Excellent for keeping my glasses clean, as well as tools, computer and cell phone screens, and so on clean and polished without chemicals.  I bought the size to provide separation in collection rolls, for which the material proved very good.",5,True,"11 2, 2015"
Chris G,Great unit. Internet capable via wireless.  Downside is Amazon.  Movies can be watch if you join a club. I'm a prime member at Amazon. Still need to pay a monthly fee to access Amazon movies.  I did not bother with it when I can use my Playstation to access Amazon prime and watch movies for free or a small fee.,5,True,"10 3, 2016"
Kim,"""Very nice. Perfect for what I need. I also have one with a keyboard but when I don't need the keyboard I switch back to this one because it is so easy to handle  The only problem was I ordered gray and the one they sent is black.  That's OK.  I just kept it anyway.""",4,True,"08 4, 2012"
TKE,"I have used Memorex without trouble until these printable to the hub ones. The biggest problem is that the burn would be complete and successful but when you go play the memorex, you will quickly find out how much time and money you have just wasted. The disc either does not play or plays partial and stops. I will never never buy memorex again. The money is not the issue, it is the time and effort spent that just burns me up.",1,True,"03 4, 2005"
Em Bahlk,"This adapter is pretty good, but occasionally decides to disconnect/reboot prompting me to reconnect from my phone.",4,True,"06 29, 2018"
"Timothy B, Anderson Jr.",bought a TV on amazon and i mounted it on the wall. the cord that came with the TV was your standard 6foot cable i think it is. and it was stretched out to the max. affraid of it coming out of the power surge i bought this. it did the trick and i can rest assured knowing that when playing call of duty 2 my TV won't shut off unexpectedly resulting in a kill to death ratio worst then i already have.,5,True,"08 4, 2010"
AL Roger,Excellent router,5,True,"12 21, 2016"
Joseph  Calogero,practical and  appealing great fit for the dynamic urban life. 5 stars,5,True,"01 12, 2016"
Easyliving4,I don't write review just read them Just can't stay out because ewery bad thing I read it's happening with my Slingbox 500 and my older Slingbox pro Maybe due to software or virus but box freezing up pictures braking up Now can't access  box at all not ewen on home Tv with remote control  Also my Slingbox pro ( old red Box ) picture issues  just like u see in some reviews Was huge Slingbox fan past 4-5 years. Slingbox what happen ?????,1,True,"01 4, 2016"
Edward Horton,Works adequately when I found a place in my RV where I could get a good signal. There is too much interference when placed where I had my Radio Shack radio.,4,True,"09 23, 2016"
Renato Romero,"Love this...can recharge old alkaline now. The alkaline battery does charge close to the original charge but it does lose charge within a day or two. Best to use the recharge alkaline for non-intensive like flash light, tv remotes, etc. If you try to use on game device controller...it runs out of charge quickly.",5,True,"03 11, 2015"
debbidiva,Scanning all my father's old photos and putting them on this huge-capacity disk - great!,5,True,"09 22, 2014"
Michael D. Madsen,"bought several of this type of switch...this one was the only one
compatible with my system. It recognizes everything and I am very
satisfied with it. A remote would have been nice but I was too cheap
to make that extra investment.",5,True,"04 10, 2013"
Jessica P,Really good TV for the money my daughter watches it everyday and loves it!! We love the smart features!,5,True,"05 3, 2016"
Yahli,"Hi,
i have never wrote bad review.
and this is the first.
i bought this Simran unit for 900W product and it just doesn't work.
i tested it with multi meter and found that the 1600W option
return between 40V-70V instead of 110V-120V.
the 50W option works fine.
bottom line if you need to use it for product with more than 50W
this is just doesn't work!
save your money.",1,True,"04 6, 2011"
m,Unit works great - what's not to like.,4,True,"12 28, 2014"
Joseph M.,Perfect!,5,True,"04 2, 2016"
Thud,"Risk taken, lesson learned. The battery does not fit completely into the laptop. I can't figure out where it is hitting, mostly in the area around the connector, but will not fit exactly like the original. Secondly, the battery will never reach a full charge. Even when following directions to ""condition"" the battery, complete discharge then completely recharge battery. Well, after doing this, the battery starts up at 99% and even when leaving connected to power source, it never reaches 100% like the OEM battery. Finally, the battery will not hold a charge nearly as long as the OEM battery (roughly 3 hours of light ""surfing"" use. I don't know if this is because the connection is not quite right (because it does not fit tight), or because of some internal issue. No manufacture date listed on product so it may just be old stock. Therefore in conclusion, I would recommend purchasing a direct replacement from HP since they are now only a few dollars different. I would have done this if not for Prime. I would have returned it, but by the time you spend money on shipping, there is no guarantee that the replacement would be any better and I would still be in the same situation but with more money spent.",2,True,"06 21, 2016"
Jeremy McElwrath,"I've tried several mice in the past, and this is by far my favorite. It looks great, feels great, and the performance met my expectations for the price. The middle scroll button is smooth and silent, and the rest feels well formed and natural, and it uses a single AA which lasts a long time with extended use. My hand doesn't get sore after long periods.

I recommend this mouse to any general user, and gamers. It's not top of the line, but it is certainly good for the price.",5,False,"12 1, 2013"
Maprej,"gave as gift, as advertised",5,True,"03 24, 2018"
Y. Chen,"The bluetooth adaptor is not compatible with my Bose wireless headphone when I install the adapter in my Window 7 64-bit Professional Dell business laptop. There is no error during the installation. The pairing seems ok and my PC does show the headphone in the device list. But that is the end. The device remains disconnected. I contact the customer service via e-mail. They are very responsive. Here is the suggestion from the customer service. You can try this first before you contact them for connection issue.

Lets remove all paired devices and then do a full uninstall and reinstall of the WIDCOMM Bluetooth software:
Uninstall the BTD-400 driver from the Device Manger. The BTD-400 should be plugged in.
Locate and open Control Panel > Device Manager
Under the Device Manager, locate Bluetooth Radios > BCM2070
Right click the device, and select Properties
Navigate to the Driver tab, and click the Uninstall button. Be sure to check the box so the driver can be deleted from the computer.
Hit OK and close out of the windows when it is complete
Unplug the BTD-400
Uninstall all WIDCOMM and Bluetooth related software
Restart your computer
Install the driver from the software included on the CD. The drivers can also be downloaded from here  http://www.broadcom.com/support/bluetooth/update.php
Next, we should ensure that the Bluetooth services are running:
Click on the Start button and type in Services in the search box. Click on Services when it appears in the menu.
Locate Bluetooth Service from the list and verify that the status is Started and startup type is set to Automatic.
Next, locate Bluetooth Support Service from the list and verify that the status is Started and startup type is set to Automatic or Manual.
If not, right click the entry and select Properties. Select Automatic from the Startup type drop down list.
Hit Start if it is not grayed out then press OK.
Restart your computer and see if issues still persist after making changes.
If you still cant pair devices to your computer, the Bluetooth Support Services may not have the correct permissions set:
Right click on the Bluetooth Support Service and select Properties
Go to the Log on tab.
If Local System is checked, this is the source of the problem. Select This Account
Type in Local Service. When you click okay it will say select valid password or such. This is NOT a problem
Delete the password dots (a 15-dot-string) under Password and delete the string under confirm (both password boxes are now empty).
Click Ok. It should then tell you to Stop the service and then to Restart the service before the change takes effect. It should now work.
If you're not able to hear sound from the paired and connected headphones or speaker, they may not be set as the default playback device. Normally Windows will switch to the Bluetooth device once its been paired and connected, but sometimes Windows won't do that. We can check by doing the following:
Right click the Volume control tray icon then select Playback devices from the context menu.
Select the Headphones (Bluetooth Hands-free Audio by left clicking the device then click Set Default.
Hit OK to close the window. The headphones should now play audio from your computer.

I cannot see my headphone in the ""Playback devices"". The headphone works great with Apple products. So finally I was asked to call the customer service. They can remote login to my machine to check my configuration. The gentleman on the other side is very professional. He concluded that it is compatibility issue with the Broadcom chip they use. They will offer me a refund. And I was advised to try a different brand that does not use Broadcom chip, such as CSR chip.

I will give the product one star since it does not work for me. But I would give the customer service 5 stars. The compatibility issue should vary from device to device. It should not prevent you from buying their products because they will try their best to resolve your issues.",3,True,"01 13, 2016"
Private,As advertised and shipped on time. Very useful,5,True,"09 5, 2014"
Bagatov,thank you,5,True,"05 12, 2016"
La Luna,"I'm using it on my Canon 60D. At first it didn't work and I thought the battery was dead (It uses the CR-2025 coin battery by the way, around $5 for two at the store). After playing with it for a while, I noticed you have to trigger it RIGHT IN FRONT of the infrared sensor on your camera, NOT on the other side, ONLY the infrared sensor side - how silly?! I was shooting some interior shots (no one in the picture) and was hoping that I can trigger the shot behind the camera - No, it simply doesn't work that way. On the other hand you have to be so close to the camera to get it working. I needed to make sure the trigger is less than a feet away in order to get it working... So, does it worth $12? it's your call...",2,True,"06 8, 2011"
M. Giles,"Unfortunately there isn't enough information to have a clear understanding of the product--especially the controls.  I'm still moving from one channel to another--one at a time--and have no control over size of the picture, etc.  I guess it can show blu-ray and vhs, movies too.  Not yet.  Thanks for nothing.",4,True,"08 10, 2013"
A.C.H.,"OK, first the good news:
  * When it works*, it works well enough
  * Netflix
  * Can eliminate rental fees to your cable company

The bad news:
  * Usability problems
  * Occasionally can't tune a channel (""weak signal"")
  * Quality control issues

A few of the usability problems:
  * You can't enter numbers to skip to channels while browsing through the guide -- you have to exit the guide first, type in the number, and then re-enter
  * Doesn't reliably remember last channel -- about 80% of the time, when turning on the box you'll be tuned to channel 1 (or 2, I don't remember which).  This is a basic feature that should work 100% of the time.
  * You need internet connectivity to even bring up the guide, even if you successfully retrieved the listings earlier (or if your wireless card goes bad, see below).

As for quality control... about a week ago the box suddenly started telling me that no internet connection was available.  I tried to go through the wireless setup again, and it couldn't find any networks, and would constantly kick me back to the main settings screen.  Occasionally throughout the week I found that the box had set it back to ""Wired"".  I called Samsung tech support, and based on this info the rep confidently declared that the wireless card was going bad (I'm guessing this is a common issue).  I'm getting an RMA, but seeing as this issue started less than 2 months after I bought the box I have zero confidence that the replacement will last either.",2,False,"08 18, 2014"
Alfredo Lo Presti,Love the extra space for the transformers !,5,True,"11 29, 2016"
Amazon Customer,"Says 13"" but doesn't fit. Bummer",1,True,"02 11, 2016"
Di in OH,"Easy to install, looks great",5,True,"12 13, 2016"
Jim Slagle,Nice USB drive and I like the large space.,4,True,"12 5, 2015"
Kacy T,I thought I would like this lens too after reading many positive reviews. It just wasn't sharp enough for my liking.,2,True,"02 20, 2016"
KYVTX,"What a wonderful little cable, nice and compact.  Of course it does not stretch very far with the coil type of cable, that is expected.",5,True,"07 1, 2016"
Geoworker,"Good, well built, and hold a lot despite its size.",5,True,"12 21, 2015"
William McClelland,Excellent product,5,True,"01 21, 2017"
Bo Lorentzen,"Maybe Im spoiled, but I have come to expect delicious materials and innovative designs in anything iPad.

Don't know what surprise me most, the fact that so many people seems to love this case, or how few times I have used it.

The case is OK,  shockingly un-inspired form follows function kind of stuff, and with no particularly exciting design solutions.

The main feature is naturally the keyboard, it is one of those one-sheet rubber jobs, no click feeling just a mush, people use these in work-environments, so this might work well as a ipad case for a contractor.  but trust me, no self respecting writer or geek is going to be typing the next American novel on this thing.

As mentioned, the case is OK, all pleather, plastic leather ""whatever"" material, it looks less cheap than it feel, which is a reassuring thing I guess.

So I really tried to use this,  when I arrived I dumped my iPad into the case and paired the keyboard,  used it for about 1 hour then pulled the iPad back out and put away the case... a few days later I loaned it to a iPad loving friend, a election worker on the road all the time, it was returned after 2 days with a ""mjah"" you can keep it.
Then I tried really hard, used it for a full day, then loaned it to my girlfriend who also returned it..

You get the idea,  this is not working for me, and have entered the pile of ""stuff"" I have bought at a moment of excitement for the iPad.  Maybe one of the problems is that the reason to use it may be some kind of ""laptop envy""?  adding a keyboard to the iPad makes it bigger, clunkier and heavier, suddenly I might as well grab a notebook computer with more serious horsepower and software.

For now my solution is a perfectly wonderful apple BT keyboard, which is great to type on, I simply prop up the iPad when using it.  the KB travels in the bottom of my suitcase but do get used now and then.

Just my personal opinion, the keyboard is OK and works but the keys are mushy, the case is fine if you like pleather, I just don't like it and it don't fit the way I use my iPad.  I would probably not really recommend this to a friend.",2,True,"12 3, 2010"
j-rob-82,"I am new to high definition camcorders and I really looked forward to getting this one since I have been using a Sony DV camera for about 4 years now. First the bad, when I received it the first thing I noticed was how Sony was stingy on accessories like no remote, no good software, no firewire support(oh come on Sony),no good instructions, no mini hdmi, no memory stick, no bigger better life battery. You would think for a $1400 camera they would of thrown something in. Since I had already had a Sony camcorder I was already used to the interface and how to get to certain  aspects of the camera so I never really read the instructions but a first timer may have problems with it.

  In low light conditions this camcorder chokes and quality gets bad so you have to do some adjusting. Focusing for it also became a problem in low light. I noticed if I changed exposure or brightness to much the shot would get jerky. I am still looking for a way to fix this.

  I wish the lens was a little wider and the optical zoom a little more. Digital zoom in my mind is worthless unless you have it set up on a tripod b/c you gotta have a robotic steady arm to keep it still. I usually only use optical zoom but noticed even when I zoomed all the way with it the picture would start to shutter and degrade.

The camera part is good if you currently don't have a camera but my Sony Cybershot is more simple to use and has better quality and easier to use than getting the camcorder out to take pictures. You can tell from the quality it is not a 10.2 mega pixel but merely face value on the camcorder to help sell. Its pretty nice to have it on the camcorder in case you want to take quick pictures. With my DV camera I could take digital stills from the video and quality wasn't that good of course so I was expecting this $1400 camcorder to really shine but so far digital stills are sub par. Hopefully as I get more experience with it I will learn tricks to fix this. The menus were easier to navigate in my DV camera as well. I am not sure exactly what I need 5.1 surround on a camcorder for but its still nice to have. I will probably do something later with it.

  My final complaint is a lack of software to import AVCHD and so far I have found 3. Looking at reviews of the software the best I have found that is affordable is Sony Vegas 8 platinum. I would like to get Pro later but as of now the cheapest I have seen it is $350.

  Other than those complaints the camcorder takes amazing film and outdoor locations look phenomenal. I have daughters 1 year old and a three year old and its nice to have a camera that records colors so vividly b/c I want to see exactly what my kids look like since my DV camera footage always looked different than reality. I find my self looking for things to record outside. Since I own a Playstation 3 I just hook it straight to that to watch on my Sony 40 inch Bravia. Some odd reason I always stick with Sony since I have had pretty good luck with them. Anyways As we watched the video I recorded outside and the camera moved sideways and the shake of my hand almost makes it throw up inducing. I haven't tried importing on my computer yet and my understanding is it takes a long time depending on quality of what was taken. I like a challenge and my computers about a year old so hopefully it won't struggle to much we'll see. I may make another review based on that.

  Some people I read didn't like the weight or size of the camcorder but I prefer being able to feel the weight b/c to me it feels more comfortable. Its not like you start to burn arm and hand fat from holding it. Its probably personal preference.

  I guess my 5 star rating comes from the overall experience from recording my family and events in their lives to just zooming in on a bees nest or just normal everyday things ,that slow motion thing is does is kinda cool. I know this camcorder will bring us joy for years to come. I usually stick with Sony products so you may find a different brand better. If you can afford it I highly recommend this. Do the research and look at other camcorders and make sure this is the exact right camcorder for you b/c what I think is great may not be what you use it for.",5,False,"06 7, 2008"
Vinicius Moreira,"I bought a toshiba plasma tv 3 1/2 years ago. A component broke and the repairman ordered the part and Toshiba customer service promised to send it in 2 months. Now, 3 months later, the part has not arrived and Toshiba says the part is not being manufactured anymore. So, buy a Toshiba at your own risk. As for me, I will never buy anything Toshiba anymore.",1,False,"12 19, 2008"
Sardonick,"Ok, so it's a gummy bear cover for your rig. Do not believe the hype, this thing is not going to protect your rig from a drop, BUT, it is good for those who keep their camera handy in the front seat of the car or laying around outside of the pack. It does protect from scratches and incidental damage and the lcd protector is great. I probably would not have bought it if I had seen it in a store. If this thing was like 20 bucks, then it'd be worth getting. Oh, and the lens protector sucks totally. If you have a batter grip on a 30D you'll have to cut/customize this thing to fit properly.",3,True,"03 12, 2007"
ANTHONY G.,"I couldn't be happier with this lens. If you're looking for an extremely shallow depth-of-field then this is your lens. While it's labeled as a ""wide-angle lens"" at 35mm, I have a difficult time passing this off as such in my opinion. Yes you get a good sense of your surroundings but my 20mm Pani lens gives a much wider idea of where you're shooting. Nonetheless the bokkeh is nothing short of astounding - silky smooth and easy to focus using the indented tabs for aperture and focus on the lens. I'm also impressed by the weight - it feels light and looks great on my Panasonic GH1 (with M-mount adapter purchased from eBay). I was first alerted to the quality of this glass through Philip Bloom and I'm glad he steered me in the right direction. No regrets whatsoever.",5,True,"11 10, 2010"
That ACPress Guy,"Note:  I received this for review after having bought a cheaper one elsewhere,  There IS a difference!

Do not confuse this with an ""action"" camera. Car cams got their start in countries where it really helped to have proof who was at fault, not just witnesses.  These mount on the dashboard and have a very wide angle view.

This model has superior optics, superior recording and a great playback display. It comes with all the accessories needed and a variety of modes from ""looped"" recording to always saving the current video, overwriting the oldest clips when it gets full. There is an ""incident button for a new video that goes in a separate incident folder and will not be overwritten when full like the others.

This model also looks nicer!  But, seriously, a camera used for ""evidence"" that is low res and choppy will not help much. Spend a bit more and get something like this that works and also fits in with modern auto decor.",5,False,"02 22, 2016"
C. Bergthold,"GREAT PRICE, FAST SHIP",5,True,"07 20, 2014"
Douglas,Everything is bright and clear. I would have been better off getting a more powerful EP with a wider FOV though.,5,True,"04 23, 2018"
Paurang....,Good headphone under $30,4,True,"08 29, 2014"
Robin,Works great.  can watch things on the tv now instead of just on the computer. I would highly recommend this.,5,True,"03 25, 2014"
Readin&#039; and Rockin&#039;,"Second pair after 6 years. I was terribly rough on my previous pair, so 6 years is AMAZING! The sound quality is more than superb. I always use an equalizer and other personal preferences in Power Amp Android app. Changed to velour ear pads immediately upon opening the package.

BLISS!!!",5,True,"06 9, 2017"
Amazon Customer,Excellent headphones,5,False,"08 31, 2016"
Evan,great extension for my mac and it matches,5,True,"01 16, 2017"
Dean Bryant,Very Good,5,True,"03 13, 2015"
C.C.,"Great, works just terrific for my TV, DVD Player, Computer, Game system and love that you can plug into it from the sides instead of front-wise, unable to use big transformers on it, but am very pleased with it and am going to purchase more",5,True,"01 21, 2015"
hoggdoc,Works great use it to remote control my electric fireplace.,5,True,"03 7, 2018"
Luigi Chincochento,"This is a replacement to an ACER that I purchased and returned.  Click on the link to ""See all of my reviews"" for that information.

Upon opening the package, I found my new ASUS Netbook, which is a cranberry/light burgundy color.  It actually looks very nice and classy; love the color.

First off, I have read some reviews where people have stated that the unit is cheap, isn't solid, etc.  I can tell you that IMHO, this is B.S.  The chiclet keyboard is nice, if you like this technology as opposed to a regular keyboard.  The unit feels VERY solid, light, user friendly, and aesthetically pleasing to the eye.

Afer turning the Netbook on, Windows 7 Home Edition loaded and asked to input information in order to boot up for the first time and complete the initial setup.  Everything went smoothly, including connecting to my Home Network which I had nothing but problems with the ACER Netbook.

Everything has been removed as far as trial programs which generally go over board when you first buy a computer.  On the Netbook, there were only a few that I had to remove so offers to purchase trial software was not bad at all.

The only thing I don't like about this Netbook is the mousepad, which seems to be a common complaint with these type of computers.  Not a big deal since an external/wireless mouse will be purchased.  I just like the feel of a conventional mouse as opposed to a Netbook/Laptop Mouse pad.

I recently purchased a new Samsung TV on Amazon as well and received a free month trial to Netflix.  I did try watching a movie on the Netbook and at first, frames froze and I experienced a lot of lag.  I checked the movie settings and I had it on HD, which was the setting for my TV.  I unchecked that selection and tried again with the Netbook.  PERFECT!  Movie was smooth and played as it should.

I decided to get an ASUS again, since I also purchased an ASUS laptop earlier this year.  I have already used Technical Support and my experience was positive compared to other manufacturers.

I will paste new information and edit this review as I use the Netbook more, but so far so good.  I love it!!!",5,True,"09 3, 2011"
